comment,Нравится скорость отработки заявок,Нравится качество выполнения заявки,Нравится качество работы сотрудников,Понравилось выполнение заявки,Вопрос решен
забрал очки,0,0,0,0,0
спасибо большое,0,0,0,0,1
"спасибо за быстрый отклик на заявку, к сожалению проблема не решилась, запах остался, будем ждать потоп.",0,0,0,0,1
огромное спасибо!!!! завтра жду мастера-фломастера,0,0,1,0,1
благодарю!,0,0,0,0,1
"специалист перезвонил, всё разъяснили.",0,0,0,0,0
оперативно,1,0,0,0,0
все хорошо,0,0,0,1,1
лучшие,0,0,0,0,0
большое спасибо,0,0,0,0,1
почему не дает вносить показания электроэнергии в приложении?,0,0,0,0,0
"работа выполнена на 5+.      но лампочки очень не качественные, часто меняют ((",0,1,0,0,0
"спасибо, все отлично!",0,0,0,1,1
"все сделал быстро, качественно.",1,1,0,0,0
быстро среагировали! спасибо,1,0,0,0,1
"пока не создашь заявку, выполняется только уборка техникой",0,0,0,0,0
"прошу учесть на 22.01.2025 показания счётчика холодной воды - 95,6",0,0,0,0,0
так сумма начисления за декабрь так и осталась висеть в личном кабинете к оплате. уберите её - она уже оплачена.,0,0,0,0,0
